aX,aY,aZ,gX,gY,gZ
0.093,-0.349,0.776,8.789,18.005,11.292
0.102,-0.323,0.776,-0.183,6.409,3.906
0.093,-0.304,0.834,-11.963,-10.010,-1.953
0.077,-0.307,0.895,-18.188,-19.348,-4.211
0.067,-0.335,0.925,-16.113,-18.127,-4.639
0.068,-0.338,0.950,-7.935,-10.925,-3.174
0.061,-0.327,0.947,1.465,-1.831,0.000
0.050,-0.333,0.934,8.240,6.165,3.052
0.026,-0.336,0.909,12.268,10.376,4.883
0.005,-0.319,0.906,13.184,9.216,4.517
0.014,-0.309,0.919,7.996,2.441,-0.183
0.045,-0.320,0.931,-4.150,-7.507,-6.958
0.071,-0.346,0.940,-18.066,-18.433,-11.841
0.086,-0.371,0.945,-27.039,-25.269,-14.709
0.118,-0.408,0.945,-27.161,-24.536,-14.709
0.130,-0.438,0.944,-20.935,-18.311,-10.803
0.128,-0.422,0.945,-11.353,-9.155,-5.920
0.110,-0.399,0.935,-1.404,0.244,-1.587
0.089,-0.378,0.934,6.165,7.202,2.136
0.072,-0.362,0.932,10.803,11.047,4.761
0.054,-0.355,0.932,12.451,11.902,6.653
0.047,-0.330,0.938,11.658,9.766,6.653
0.025,-0.294,0.951,9.216,6.958,5.127
0.001,-0.256,0.959,6.165,4.944,3.235
-0.024,-0.222,0.965,3.906,3.967,1.770
-0.058,-0.194,0.974,3.296,3.967,0.305
-0.078,-0.191,0.982,4.761,5.493,-1.404
-0.077,-0.210,0.973,7.446,7.812,-3.174
-0.062,-0.249,0.969,11.230,9.399,-5.249
-0.036,-0.296,0.953,16.235,10.132,-7.263
0.012,-0.364,0.943,20.325,9.094,-9.338
0.082,-0.429,0.925,20.996,6.348,-11.108
0.148,-0.462,0.923,16.113,1.221,-11.780
0.182,-0.480,0.952,5.554,-7.141,-11.353
0.215,-0.524,0.952,-8.057,-13.245,-10.925
0.246,-0.571,0.917,-20.752,-16.052,-11.108
0.274,-0.612,0.875,-28.381,-18.372,-10.193
0.305,-0.664,0.840,-28.809,-18.799,-7.446
0.333,-0.700,0.816,-22.705,-16.724,-2.991
0.336,-0.697,0.824,-12.512,-13.733,3.479
0.315,-0.667,0.851,-0.671,-10.132,10.986
0.295,-0.637,0.878,8.850,-6.348,17.151
-0.824,0.974,2.103,108.521,142.334,103.638
-1.185,1.523,2.463,99.670,157.532,106.995
-1.549,1.950,2.689,54.749,158.020,91.736
-1.962,2.221,2.743,-42.480,143.127,54.382
-2.253,2.212,2.500,-173.645,117.676,0.488
-2.435,1.995,2.022,-309.753,88.928,-66.956
-2.516,1.638,1.404,-411.621,65.186,-147.827
-2.480,1.309,0.804,-457.153,46.021,-233.032
-2.313,0.913,0.149,-457.703,16.907,-318.298
-2.178,0.362,-0.451,-435.913,-41.321,-402.405
-1.689,-0.881,-0.787,-394.958,-136.292,-470.886
-0.781,-2.732,-0.863,-341.370,-268.738,-506.226
0.256,-4.000,-0.355,-306.824,-449.768,-515.808
1.354,-4.000,0.856,-246.460,-622.803,-448.608
2.248,-4.000,2.654,-132.935,-684.326,-310.120
2.835,-4.000,4.000,16.602,-583.374,-164.856
2.956,-4.000,4.000,149.902,-348.816,-52.979
2.834,-4.000,4.000,218.140,-38.330,21.912
2.148,-4.000,3.429,213.013,228.394,96.130
0.775,-3.378,2.164,164.185,376.038,192.993
-0.473,-1.785,0.880,147.217,458.923,267.151
-0.833,-0.763,-0.247,185.791,485.107,273.315
-0.833,-0.511,-0.613,219.116,397.827,220.886
-0.730,-0.703,-0.486,220.032,232.422,156.250
-0.481,-0.950,-0.125,174.622,56.030,108.215
-0.309,-1.133,0.268,92.224,-81.482,75.073
-0.170,-1.292,0.599,10.864,-171.204,59.631
-0.097,-1.400,0.863,-42.847,-214.722,63.477
-0.120,-1.433,0.999,-58.533,-212.097,76.843
-0.183,-1.433,1.021,-47.852,-178.528,86.487
-0.282,-1.310,1.021,-21.912,-139.587,93.628
-0.387,-1.086,1.059,5.798,-112.671,94.299
-0.509,-0.832,1.107,29.785,-93.201,95.398
-0.656,-0.543,1.269,41.199,-78.430,99.548
-0.730,-0.249,1.379,44.556,-70.313,99.609
-0.693,-0.029,1.429,36.438,-67.932,100.708
-0.581,0.201,1.424,4.272,-67.688,103.760
-0.517,0.496,1.475,-36.011,-66.833,114.258
-0.545,0.879,1.540,-59.448,-52.795,136.536
-0.705,1.372,1.553,-52.307,-15.442,165.100
-1.081,1.968,1.564,-8.484,45.288,195.801
-1.689,2.531,1.531,67.932,115.845,220.093
-2.272,3.125,1.406,141.479,167.725,212.830
-2.403,3.248,1.200,162.354,177.063,143.860
-2.113,2.779,0.958,103.943,126.526,21.729
-1.553,1.930,0.899,-15.747,19.714,-100.098
-0.979,0.988,0.993,-142.456,-96.252,-182.983
-0.440,0.078,1.146,-221.802,-173.035,-222.351
0.016,-0.774,1.292,-229.370,-189.819,-224.060
0.434,-1.370,1.317,-174.744,-152.771,-199.402
0.736,-1.642,1.208,-99.487,-93.384,-159.180
0.872,-1.728,1.111,-48.584,-43.335,-119.568
0.879,-1.688,1.046,-24.536,-10.376,-86.060
0.819,-1.535,0.963,-7.141,8.057,-57.068
0.736,-1.318,0.885,-0.427,16.785,-32.532
0.607,-1.082,0.858,-6.287,15.503,-15.930
0.498,-0.874,0.823,-12.634,12.451,-1.953
0.372,-0.657,0.807,-11.658,14.526,10.925
0.235,-0.454,0.743,-1.953,22.766,20.935
0.079,-0.272,0.728,11.475,26.794,28.015
-0.023,-0.163,0.759,22.522,26.184,33.264
-0.081,-0.086,0.816,29.846,26.428,34.424
-0.124,-0.032,0.869,33.936,22.827,33.081
-0.180,-0.021,0.929,31.921,16.663,29.907
-0.205,-0.020,0.967,23.621,9.155,25.208
-0.241,-0.020,1.017,12.329,-0.061,18.738
-0.257,-0.078,1.051,2.441,-6.836,11.475
-0.220,-0.157,1.048,-3.967,-8.545,2.380
-0.173,-0.229,1.042,-4.456,-7.751,-4.944
-0.133,-0.284,1.036,0.122,-5.676,-8.362
-0.083,-0.322,1.042,4.700,-4.456,-9.888
-0.047,-0.336,1.056,4.333,-3.540,-10.925
-0.016,-0.351,1.055,0.488,-2.625,-10.132
0.007,-0.369,1.027,-4.395,-0.732,-8.423
0.026,-0.356,0.999,-8.545,1.038,-7.141
0.043,-0.358,0.958,-12.268,2.380,-5.493
0.058,-0.359,0.927,-15.076,3.601,-4.272
0.070,-0.375,0.883,-15.442,5.798,-2.869
0.076,-0.363,0.844,-13.062,7.019,-1.892
0.073,-0.344,0.836,-9.705,6.714,-1.953
0.070,-0.316,0.841,-5.188,5.737,-1.770
0.048,-0.291,0.849,-0.061,4.761,-0.854
0.032,-0.295,0.827,4.822,4.700,-0.610
0.036,-0.266,0.847,8.301,3.235,-1.282
0.025,-0.236,0.891,8.850,-0.305,-1.831
0.014,-0.213,0.923,6.348,-2.930,-2.441
-0.014,-0.201,0.940,3.357,-4.028,-2.625
-0.033,-0.223,0.939,2.014,-3.418,-2.563
-0.026,-0.252,0.947,2.258,-2.808,-3.357
-0.015,-0.269,0.981,3.540,-2.930,-4.272
-0.008,-0.283,1.006,5.310,-0.916,-3.906
-0.003,-0.319,1.000,6.592,2.808,-3.479
0.021,-0.350,0.976,6.226,5.249,-3.723
0.036,-0.365,0.964,4.517,4.028,-3.418
0.052,-0.367,0.950,3.357,2.319,-2.563
0.059,-0.377,0.945,3.540,1.160,-2.380
0.077,-0.388,0.945,4.089,0.549,-1.648
0.090,-0.382,0.961,2.563,-0.793,-0.854
0.094,-0.369,0.972,-1.404,-2.136,0.732
0.085,-0.374,0.966,-4.395,-1.343,2.502
0.080,-0.381,0.934,-5.310,1.221,4.761
0.062,-0.372,0.916,-3.235,2.319,7.446
0.051,-0.367,0.910,0.244,2.625,9.155
0.049,-0.365,0.912,3.174,2.197,9.399
0.047,-0.359,0.922,5.310,0.610,9.460
0.040,-0.349,0.933,7.751,0.000,9.827
0.036,-0.340,0.945,9.033,-0.061,10.559
0.034,-0.335,0.957,7.935,-1.221,10.864
0.029,-0.328,0.975,5.310,-3.174,11.230
0.021,-0.311,0.997,2.563,-3.967,11.475
0.004,-0.301,1.005,0.793,-3.052,11.780
-0.000,-0.297,0.995,0.061,-0.610,11.353
0.004,-0.306,0.974,-0.061,1.404,10.437
0.013,-0.325,0.949,0.610,2.258,9.521
0.040,-0.353,0.929,2.319,2.625,7.812
0.080,-0.394,0.904,3.662,2.075,6.287
0.125,-0.441,0.896,3.235,-0.183,5.981
0.168,-0.471,0.911,1.160,-3.723,6.226
0.192,-0.477,0.943,-1.465,-6.592,8.545
-0.619,1.424,1.809,92.529,78.796,35.522
-0.848,1.868,2.021,97.351,102.600,36.377
-1.105,2.220,2.231,92.529,128.479,29.358
-1.368,2.426,2.369,63.782,142.700,15.625
-1.588,2.474,2.317,-0.061,152.466,-14.954
-1.749,2.331,2.077,-89.294,154.297,-57.983
-1.849,2.014,1.765,-183.472,141.785,-105.103
-1.907,1.598,1.421,-263.428,118.103,-152.466
-1.958,1.147,1.070,-314.697,94.238,-200.378
-1.891,0.695,0.759,-332.458,73.853,-247.070
-1.802,0.203,0.477,-322.449,61.584,-295.044
-1.737,-0.292,0.231,-296.692,44.678,-345.337
-1.595,-0.961,0.038,-260.193,13.611,-383.911
-1.120,-2.126,-0.134,-224.243,-39.124,-393.433
-0.537,-3.585,-0.283,-207.642,-129.822,-356.079
0.156,-4.000,0.090,-216.003,-271.912,-295.898
0.376,-4.000,0.920,-159.607,-394.226,-225.281
0.919,-4.000,1.732,-30.884,-421.570,-151.428
1.560,-4.000,3.123,94.177,-394.653,-107.178
2.828,-4.000,3.920,221.619,-314.514,-26.733
2.667,-4.000,4.000,275.269,-177.917,17.090
2.453,-4.000,3.876,181.885,25.146,44.250
1.697,-4.000,2.509,82.581,234.924,143.250
0.470,-3.454,0.916,18.066,383.301,240.601
-0.245,-2.438,-0.418,1.648,427.063,285.706
-0.503,-1.605,-0.864,19.043,338.135,276.001
-0.623,-1.204,-0.765,49.927,166.687,237.061
-0.399,-1.138,-0.382,67.261,1.465,196.106
-0.216,-1.168,0.050,47.180,-116.150,169.312
-0.184,-1.050,0.439,20.142,-183.960,170.410
-0.337,-0.826,0.738,1.587,-207.581,179.016
-0.504,-0.594,0.915,-1.526,-191.833,183.655
-0.694,-0.432,1.008,5.981,-155.701,191.711
-0.937,-0.248,1.075,18.494,-114.990,201.172
-1.184,-0.012,1.192,40.588,-78.674,208.313
-1.402,0.290,1.351,72.144,-49.866,213.745
-1.578,0.630,1.528,106.018,-25.940,219.055
-1.662,0.966,1.700,134.338,-4.028,216.125
-1.694,1.300,1.851,151.489,13.489,197.449
-1.653,1.549,1.910,148.437,25.452,167.114
-1.541,1.665,1.880,116.943,26.367,133.118
-1.411,1.718,1.844,64.148,13.855,102.539
-1.271,1.724,1.756,8.240,-3.235,78.918
-1.177,1.722,1.627,-38.025,-13.733,60.852
-1.117,1.677,1.447,-67.627,-12.146,43.091
-1.074,1.577,1.222,-77.942,0.549,21.973
-1.016,1.409,1.010,-72.327,14.893,-4.211
-0.873,1.142,0.828,-58.777,22.034,-36.560
-0.655,0.810,0.704,-48.645,16.357,-72.449
-0.398,0.430,0.656,-45.471,-2.441,-103.088
-0.174,0.052,0.639,-47.852,-24.109,-125.000
0.123,-0.378,0.611,-47.974,-41.382,-138.428
0.340,-0.800,0.661,-46.570,-60.669,-146.790
0.637,-1.102,0.783,-41.138,-80.078,-136.353
0.796,-1.316,0.925,-30.640,-89.294,-110.474
0.844,-1.381,1.044,-21.240,-80.688,-85.388
0.866,-1.423,1.057,-9.521,-53.650,-56.580
0.818,-1.393,1.011,0.610,-24.414,-27.893
0.725,-1.262,0.950,10.864,-2.136,-2.563
0.574,-1.060,0.915,23.315,13.306,20.386
0.435,-0.849,0.885,35.156,25.085,39.246
0.266,-0.641,0.855,41.870,29.968,49.316
0.106,-0.390,0.882,39.551,23.071,50.781
0.017,-0.199,0.893,33.630,16.968,51.025
-0.082,-0.086,0.926,24.414,8.911,46.021
-0.142,-0.047,0.940,14.832,1.221,41.443
-0.191,-0.063,0.961,8.362,-4.211,37.476
-0.214,-0.059,1.001,7.446,-7.751,33.508
-0.236,-0.054,1.051,12.268,-7.812,29.785
-0.232,-0.045,1.085,18.311,-4.456,26.184
-0.247,-0.045,1.096,21.240,1.343,22.705
-0.255,-0.063,1.075,19.287,4.517,18.311
-0.236,-0.073,1.069,12.817,1.953,11.719
-0.201,-0.092,1.082,4.578,-3.479,3.906
-0.165,-0.109,1.105,-1.648,-6.165,-2.075
-0.154,-0.174,1.084,-3.784,-3.784,-5.676
-0.087,-0.252,1.005,-4.700,1.343,-9.827
-0.017,-0.327,0.953,-9.827,0.000,-15.747
0.047,-0.379,0.948,-17.151,-7.385,-19.775
0.101,-0.406,0.956,-21.484,-12.634,-20.081
0.108,-0.392,0.956,-20.996,-12.207,-17.212
0.107,-0.355,0.927,-14.404,-6.470,-12.512
0.098,-0.364,0.860,-5.371,1.709,-7.996
0.115,-0.396,0.802,0.793,5.920,-4.700
0.141,-0.416,0.793,1.465,1.709,-4.333
0.152,-0.425,0.821,0.549,-4.700,-4.211
0.150,-0.430,0.847,2.136,-7.202,-2.380
0.136,-0.439,0.858,6.348,-5.737,0.366
0.134,-0.440,0.876,10.376,-3.906,3.662
0.127,-0.434,0.904,12.817,-3.479,7.507
0.101,-0.417,0.931,13.733,-2.258,11.292
0.066,-0.389,0.934,15.686,0.793,13.977
0.040,-0.352,0.939,16.907,2.747,16.357
0.012,-0.307,0.951,16.968,2.747,18.005
-0.030,-0.263,0.968,16.418,2.747,18.982
-0.062,-0.228,0.977,16.113,4.028,18.188
-0.090,-0.214,0.985,15.991,5.249,16.174
-0.096,-0.208,0.997,14.465,5.249,13.245
-0.097,-0.206,1.000,12.207,4.700,9.888
-0.090,-0.216,1.000,9.033,4.028,6.287
-0.073,-0.239,0.990,4.456,2.441,2.014
-0.040,-0.263,0.980,-2.075,-0.427,-2.014
-0.017,-0.293,0.969,-7.751,-3.479,-4.822
0.006,-0.311,0.958,-9.888,-3.601,-5.737
0.023,-0.312,0.943,-8.118,-1.404,-5.188
0.024,-0.301,0.933,-3.845,1.953,-3.174
0.014,-0.286,0.918,1.343,5.981,-0.854
0.001,-0.280,0.895,5.432,9.155,0.488
0.005,-0.297,0.864,6.958,8.789,-0.061
0.014,-0.316,0.841,5.493,4.272,-1.709
0.036,-0.353,0.847,3.967,-1.953,-3.845
0.059,-0.401,0.872,4.211,-7.446,-6.287
0.097,-0.461,0.911,5.127,-10.498,-8.179
0.138,-0.505,0.960,5.615,-11.841,-7.568
0.165,-0.529,1.003,5.310,-11.780,-3.601
0.183,-0.543,1.024,4.211,-8.179,1.648
0.168,-0.527,1.027,3.296,-2.563,6.836
0.139,-0.496,1.018,3.601,3.906,11.169
0.111,-0.461,0.991,4.150,10.742,14.099
-0.848,1.347,2.196,114.136,56.152,34.668
-1.127,1.690,2.496,111.023,89.783,19.775
-1.429,1.925,2.629,107.605,130.554,0.183
-1.759,2.061,2.711,73.303,161.621,-31.555
-2.002,2.043,2.676,2.930,179.749,-80.750
-2.151,1.916,2.544,-93.811,176.697,-138.733
-2.266,1.630,2.345,-200.439,155.151,-194.275
-2.288,1.191,2.021,-298.279,129.089,-247.803
-2.224,0.633,1.586,-375.610,102.783,-296.143
-2.153,0.030,1.180,-433.655,71.777,-342.957
-1.952,-0.615,0.842,-471.680,32.593,-385.254
-1.510,-1.458,0.584,-487.854,-22.888,-410.828
-0.931,-2.739,0.486,-485.596,-97.961,-399.597
0.009,-4.000,0.552,-444.397,-172.729,-341.003
0.658,-4.000,0.868,-333.862,-210.754,-251.892
0.939,-4.000,1.169,-132.996,-148.010,-163.940
1.268,-4.000,1.381,92.468,-23.743,-129.700
2.033,-4.000,1.475,261.108,25.452,-150.085
2.673,-4.000,1.851,295.959,-21.301,-140.869
2.954,-4.000,2.116,191.467,-80.627,-68.115
2.553,-4.000,2.113,37.720,-79.590,35.400
1.615,-3.870,1.556,-62.378,15.991,132.263
0.883,-3.067,0.458,-72.144,155.457,197.388
0.344,-2.369,-0.454,-27.405,235.413,229.736
-0.109,-1.642,-0.769,29.175,210.937,245.056
-0.417,-1.134,-0.660,76.660,123.962,247.314
-0.537,-0.914,-0.360,96.497,29.358,226.562
-0.557,-0.870,-0.062,89.172,-40.588,192.566
-0.521,-0.900,0.164,69.580,-87.708,172.852
-0.526,-0.891,0.338,48.401,-114.136,162.598
-0.559,-0.822,0.502,32.166,-128.052,161.011
-0.655,-0.631,0.668,20.874,-131.531,168.518
-0.839,-0.419,0.795,12.329,-126.770,179.199
-1.033,-0.220,0.892,10.742,-116.699,187.988
-1.183,0.004,1.010,21.179,-105.774,189.819
-1.293,0.213,1.144,43.274,-98.572,186.096
-1.324,0.434,1.310,66.589,-92.285,174.011
-1.283,0.640,1.469,84.229,-86.487,154.785
-1.205,0.821,1.603,90.332,-80.261,131.714
-1.090,0.994,1.720,82.886,-78.125,110.291
-0.974,1.105,1.812,61.523,-75.012,90.088
-0.867,1.232,1.890,36.316,-65.186,80.139
-0.827,1.396,1.915,20.020,-45.959,82.153
-0.888,1.605,1.887,17.334,-13.489,86.243
-0.983,1.746,1.751,23.132,30.334,85.022
-1.109,1.809,1.540,24.963,70.007,73.792
-1.175,1.740,1.245,13.123,87.585,46.570
-1.116,1.489,0.920,-16.113,76.538,-2.014
-0.902,1.053,0.714,-50.293,39.246,-60.364
-0.610,0.541,0.651,-76.050,-7.568,-113.586
-0.196,-0.006,0.614,-82.825,-42.786,-151.306
0.108,-0.563,0.711,-73.364,-67.322,-170.654
0.502,-0.963,0.814,-55.847,-75.378,-163.757
0.747,-1.214,0.938,-36.377,-71.472,-134.888
0.847,-1.319,1.037,-22.949,-57.556,-101.501
0.849,-1.285,1.030,-11.719,-31.189,-66.345
0.774,-1.193,0.952,-0.916,-3.845,-32.288
0.622,-1.089,0.880,9.277,17.151,-2.197
0.470,-0.931,0.838,17.639,27.649,18.127
0.308,-0.729,0.832,25.146,30.640,26.489
0.192,-0.547,0.824,32.288,31.616,28.503
0.064,-0.437,0.846,37.109,29.236,31.189
0.039,-0.321,0.846,36.621,23.132,31.555
-0.059,-0.214,0.944,31.494,8.179,27.039
-0.092,-0.130,1.039,24.658,-4.089,24.963
-0.151,-0.094,1.080,19.653,-5.188,22.156
-0.208,-0.109,1.089,14.648,-2.930,16.174
-0.200,-0.132,1.091,8.972,-2.563,8.972
-0.174,-0.166,1.114,0.549,-4.944,0.671
-0.143,-0.217,1.130,-6.775,-4.883,-5.737
-0.107,-0.277,1.103,-10.254,-0.854,-9.766
-0.057,-0.347,1.052,-11.047,3.845,-12.024
-0.014,-0.401,1.005,-13.489,5.249,-12.695
0.024,-0.436,0.977,-17.700,3.662,-12.756
0.056,-0.447,0.947,-20.935,1.404,-12.634
0.087,-0.446,0.913,-20.203,2.075,-11.292
0.089,-0.455,0.866,-16.052,5.005,-8.728
0.097,-0.463,0.817,-10.925,7.568,-6.409
0.108,-0.458,0.785,-5.981,7.751,-5.798
0.121,-0.433,0.780,0.000,6.287,-5.005
0.118,-0.393,0.793,6.958,4.517,-2.441
0.101,-0.333,0.803,13.794,4.089,1.160
0.062,-0.278,0.810,19.165,5.127,3.967
0.020,-0.265,0.805,22.339,6.287,5.310
0.010,-0.261,0.816,19.531,3.174,3.052
0.007,-0.276,0.860,9.460,-5.798,-1.770
0.012,-0.328,0.897,-1.404,-15.320,-5.249
0.027,-0.385,0.935,-7.690,-20.630,-7.385
0.044,-0.422,0.981,-8.423,-21.179,-8.545
0.054,-0.439,1.012,-3.845,-16.724,-6.958
0.043,-0.447,1.033,2.502,-8.972,-3.967
0.044,-0.449,1.030,8.362,-1.709,-1.221
0.050,-0.439,1.024,10.803,3.174,0.366
0.056,-0.418,1.023,10.071,6.226,1.709
0.055,-0.396,1.015,6.287,7.690,2.808
0.045,-0.369,1.000,-0.549,6.714,3.052
0.038,-0.350,0.968,-7.629,5.432,3.174
0.039,-0.332,0.931,-11.902,4.517,2.625
0.039,-0.331,0.906,-13.306,3.357,0.977
0.050,-0.339,0.878,-12.268,3.540,-0.061
0.049,-0.350,0.862,-9.888,2.991,0.427
0.044,-0.351,0.867,-7.019,1.282,1.648
0.042,-0.364,0.862,-3.845,0.977,2.380
0.055,-0.380,0.865,-1.221,0.977,1.953
0.077,-0.411,0.876,-0.305,-0.977,1.892
0.092,-0.439,0.885,-1.770,-3.662,2.197
0.115,-0.461,0.902,-3.174,-5.676,3.540
0.127,-0.461,0.912,-2.991,-6.042,6.226
0.132,-0.461,0.909,-0.366,-3.357,10.620
0.128,-0.452,0.901,2.991,-0.610,16.174
0.109,-0.434,0.902,5.859,0.366,22.095
0.077,-0.407,0.898,8.728,1.587,27.283
0.044,-0.375,0.889,11.902,2.258,30.579
0.016,-0.341,0.885,14.038,1.648,31.006
-0.006,-0.305,0.899,13.977,-1.282,29.114
-0.022,-0.280,0.936,11.292,-5.493,24.597
-0.019,-0.277,0.956,6.775,-7.446,17.639
-0.013,-0.287,0.955,2.014,-7.935,10.925
-0.006,-0.302,0.956,-1.038,-8.362,6.409
-0.796,0.577,2.067,132.263,121.582,190.491
-0.960,0.719,2.218,180.237,188.782,184.509
-1.087,0.779,2.267,225.403,252.686,173.401
-1.226,0.851,2.377,251.526,292.114,160.706
-1.278,0.937,2.500,250.916,306.824,140.198
-1.303,0.995,2.575,210.083,302.063,101.990
-1.321,1.005,2.608,122.437,276.733,50.415
-1.331,0.932,2.501,-1.160,235.107,-10.376
-1.347,0.724,2.202,-147.522,181.641,-78.674
-1.347,0.404,1.804,-297.424,127.686,-149.658
-1.339,0.066,1.350,-417.725,78.308,-222.900
-1.238,-0.324,0.869,-495.667,17.700,-292.542
-1.073,-0.733,0.441,-551.453,-58.594,-351.746
-0.864,-1.185,0.160,-595.032,-153.503,-390.198
-0.560,-1.587,0.004,-620.056,-261.108,-404.358
-0.231,-2.151,-0.046,-613.281,-365.662,-393.921
0.227,-2.844,0.045,-563.782,-443.115,-355.957
0.808,-3.473,0.290,-457.642,-458.435,-293.396
1.214,-3.999,0.665,-278.198,-401.062,-214.478
1.560,-4.000,1.147,-51.697,-291.138,-157.166
2.006,-4.000,1.818,176.697,-191.711,-142.944
2.566,-4.000,2.370,319.763,-135.986,-139.160
3.021,-4.000,2.759,295.227,-121.155,-102.234
2.927,-4.000,2.965,163.391,-101.685,-18.372
2.170,-3.916,2.691,15.320,-22.827,93.079
1.152,-3.031,1.881,-64.026,122.986,190.552
0.371,-2.311,0.845,-59.143,282.837,248.413
-0.115,-1.705,-0.006,4.395,380.676,267.883
-0.402,-1.169,-0.463,82.642,381.531,258.972
-0.526,-0.837,-0.580,145.813,306.763,229.858
-0.525,-0.675,-0.462,173.584,189.575,186.401
-0.422,-0.695,-0.212,151.489,57.312,140.015
-0.360,-0.698,0.095,93.445,-64.209,101.624
-0.412,-0.705,0.409,31.677,-147.949,71.960
-0.307,-0.803,0.539,-11.963,-179.077,44.373
-0.263,-0.890,0.702,-35.828,-190.430,35.889
-0.262,-0.830,0.846,-42.114,-187.317,49.561
-0.361,-0.711,0.929,-37.170,-178.467,71.899
-0.491,-0.596,0.989,-22.156,-159.119,88.562
-0.609,-0.412,1.038,1.892,-134.399,94.543
-0.690,-0.246,1.123,33.508,-111.206,96.863
-0.767,-0.070,1.251,62.500,-94.360,95.947
-0.832,0.100,1.422,81.421,-84.412,93.262
-0.781,0.304,1.610,84.656,-79.102,91.248
-0.774,0.498,1.791,73.975,-72.144,91.553
-0.743,0.684,1.877,59.021,-55.969,95.276
-0.696,0.885,1.913,45.410,-33.813,104.858
-0.789,1.213,2.000,36.133,-6.226,122.009
-1.011,1.625,2.008,45.898,34.912,141.113
-1.292,1.938,1.892,58.289,88.806,152.832
-1.566,2.170,1.498,57.556,130.493,142.334
-1.785,2.265,1.160,29.907,127.563,98.694
-1.640,1.986,0.909,-10.010,88.013,27.954
-1.235,1.382,0.747,-51.819,26.489,-53.650
-0.836,0.767,0.772,-91.553,-39.795,-124.573
-0.357,0.156,0.913,-108.765,-87.036,-169.128
-0.028,-0.456,1.015,-98.999,-106.384,-187.683
0.340,-0.896,1.092,-77.271,-96.863,-185.059
0.627,-1.213,1.062,-53.650,-69.153,-157.043
0.760,-1.391,1.031,-41.748,-46.448,-124.634
0.782,-1.400,1.002,-38.025,-31.860,-93.994
0.791,-1.335,0.943,-35.767,-18.860,-64.209
0.756,-1.234,0.865,-32.410,-7.202,-36.743
0.628,-1.060,0.841,-27.344,0.549,-14.832
0.483,-0.847,0.834,-17.334,8.850,1.770
0.342,-0.634,0.772,-3.235,22.766,14.465
0.212,-0.448,0.713,13.367,35.400,23.804
0.016,-0.299,0.671,32.776,41.565,30.945
-0.068,-0.159,0.663,50.110,41.382,31.616
-0.176,-0.080,0.743,58.777,25.574,28.320
-0.193,-0.058,0.862,54.443,4.150,21.240
-0.162,-0.089,0.988,39.185,-14.282,9.705
-0.113,-0.136,1.107,21.790,-28.625,2.197
-0.097,-0.185,1.194,7.935,-32.776,-0.671
-0.107,-0.219,1.220,-0.793,-25.269,-1.221
-0.114,-0.257,1.178,-4.028,-11.230,-2.441
-0.108,-0.323,1.104,-5.310,1.160,-4.639
-0.086,-0.359,1.051,-7.263,5.798,-5.676
-0.061,-0.383,1.014,-8.606,5.249,-6.653
-0.032,-0.393,0.982,-10.193,4.395,-8.911
0.004,-0.391,0.940,-10.559,4.883,-11.414
0.036,-0.432,0.897,-9.583,4.456,-12.207
0.101,-0.451,0.865,-9.949,1.831,-11.414
0.135,-0.440,0.863,-10.193,-0.854,-9.033
0.155,-0.415,0.855,-7.751,0.488,-5.127
0.143,-0.375,0.833,-3.052,5.798,-1.282
0.110,-0.350,0.775,3.052,10.681,2.747
0.087,-0.325,0.747,6.165,9.338,5.432
0.084,-0.317,0.759,3.540,1.831,3.845
0.092,-0.329,0.800,0.000,-6.226,1.648
0.082,-0.351,0.836,-0.122,-10.376,0.793
0.067,-0.356,0.866,4.395,-9.644,0.000
0.060,-0.367,0.884,10.681,-7.080,0.061
0.039,-0.364,0.930,15.381,-5.859,1.221
0.016,-0.345,0.981,18.738,-4.211,2.197
-0.008,-0.322,1.020,21.790,-1.282,3.418
-0.041,-0.307,1.039,24.231,3.296,4.395
-0.053,-0.284,1.024,24.414,7.446,3.662
-0.050,-0.266,1.028,20.386,7.385,0.977
-0.038,-0.264,1.023,13.550,5.737,-2.380
-0.023,-0.282,1.009,5.615,4.211,-5.371
-0.005,-0.307,0.999,-1.221,2.625,-8.301
0.021,-0.333,0.987,-5.432,1.831,-9.705
0.044,-0.372,0.980,-7.446,2.441,-9.583
0.073,-0.418,0.950,-7.690,4.395,-8.789
0.092,-0.437,0.943,-7.263,5.249,-6.897
0.102,-0.450,0.914,-5.676,5.188,-3.174
0.115,-0.469,0.887,-3.906,5.371,0.183
0.128,-0.493,0.869,-3.845,4.395,2.625
0.120,-0.476,0.864,-3.174,2.930,5.005
0.100,-0.432,0.858,-0.122,2.380,5.920
0.084,-0.385,0.860,3.418,2.136,6.348
0.071,-0.346,0.866,4.883,0.916,7.568
0.054,-0.322,0.877,4.761,-1.160,8.301
0.029,-0.311,0.883,3.418,-3.174,8.850
0.001,-0.321,0.892,2.869,-4.333,8.484
-0.002,-0.348,0.892,4.150,-4.517,6.958
0.013,-0.381,0.913,6.836,-4.944,5.127
0.029,-0.403,0.954,9.277,-5.676,4.883
-0.716,0.972,1.550,32.349,45.044,94.177
-1.027,1.285,1.762,50.110,83.435,97.961
-1.327,1.580,1.903,56.763,117.615,83.679
-1.570,1.770,1.957,39.917,139.038,45.166
-1.748,1.841,1.936,-5.493,136.353,-6.531
